,year,country,word,frequency,count,freq_prop_headlines,word_len
1252785,2011,South Africa,break,0.0,478,0.0,5
1252786,2012,South Africa,break,1.0,710,0.0014084507042253522,5
1252787,2013,South Africa,break,0.0,804,0.0,5
1252788,2014,South Africa,break,2.0,800,0.0025,5
1252789,2015,South Africa,break,3.0,1160,0.002586206896551724,5
1252790,2016,South Africa,break,11.0,2020,0.005445544554455445,5
1252791,2017,South Africa,break,16.0,4640,0.0034482758620689655,5
1252792,2018,South Africa,break,29.0,6408,0.004525593008739076,5
1252793,2019,South Africa,break,12.0,7164,0.0016750418760469012,5
1252794,2020,South Africa,break,0.0,2,0.0,5
1252795,2021,South Africa,break,0.0,4,0.0,5
1258226,2005,South Africa,brooklyn,0.0,2,0.0,8
1258227,2006,South Africa,brooklyn,0.0,2,0.0,8
1258228,2009,South Africa,brooklyn,0.0,2,0.0,8
1258229,2010,South Africa,brooklyn,0.0,128,0.0,8
1258230,2011,South Africa,brooklyn,0.0,478,0.0,8
1258231,2012,South Africa,brooklyn,0.0,710,0.0,8
1258232,2013,South Africa,brooklyn,0.0,804,0.0,8
1258233,2014,South Africa,brooklyn,0.0,800,0.0,8
1258234,2015,South Africa,brooklyn,0.0,1160,0.0,8
1258235,2016,South Africa,brooklyn,0.0,2020,0.0,8
1258236,2017,South Africa,brooklyn,0.0,4640,0.0,8
1258237,2018,South Africa,brooklyn,0.0,6408,0.0,8
1258238,2019,South Africa,brooklyn,0.0,7164,0.0,8
1258239,2020,South Africa,brooklyn,0.0,2,0.0,8
1258240,2021,South Africa,brooklyn,0.0,4,0.0,8
1270016,2005,South Africa,call,0.0,2,0.0,4
1270017,2006,South Africa,call,0.0,2,0.0,4
1270018,2009,South Africa,call,0.0,2,0.0,4
1270019,2010,South Africa,call,0.0,128,0.0,4
1270020,2011,South Africa,call,0.0,478,0.0,4
1270021,2012,South Africa,call,2.0,710,0.0028169014084507044,4
1270022,2013,South Africa,call,4.0,804,0.004975124378109453,4
1270023,2014,South Africa,call,1.0,800,0.00125,4
1270024,2015,South Africa,call,2.0,1160,0.0017241379310344827,4
1270025,2016,South Africa,call,4.0,2020,0.0019801980198019802,4
1270026,2017,South Africa,call,18.0,4640,0.003879310344827586,4
1270027,2018,South Africa,call,26.0,6408,0.004057428214731586,4
1270028,2019,South Africa,call,39.0,7164,0.005443886097152429,4
1270029,2020,South Africa,call,0.0,2,0.0,4
1270030,2021,South Africa,call,0.0,4,0.0,4
1272221,2005,South Africa,cancer,0.0,2,0.0,6
1272222,2006,South Africa,cancer,0.0,2,0.0,6
1272223,2009,South Africa,cancer,0.0,2,0.0,6
1272224,2010,South Africa,cancer,0.0,128,0.0,6
1272225,2011,South Africa,cancer,0.0,478,0.0,6
1272226,2012,South Africa,cancer,0.0,710,0.0,6
1272227,2013,South Africa,cancer,1.0,804,0.0012437810945273632,6
1272228,2014,South Africa,cancer,1.0,800,0.00125,6
1272229,2015,South Africa,cancer,2.0,1160,0.0017241379310344827,6
1272230,2016,South Africa,cancer,1.0,2020,0.0004950495049504951,6
1272231,2017,South Africa,cancer,5.0,4640,0.0010775862068965517,6
1272232,2018,South Africa,cancer,10.0,6408,0.001560549313358302,6
1272233,2019,South Africa,cancer,6.0,7164,0.0008375209380234506,6
1272234,2020,South Africa,cancer,0.0,2,0.0,6
1272235,2021,South Africa,cancer,0.0,4,0.0,6
1274516,2005,South Africa,car,0.0,3,0.0,3
1274517,2006,South Africa,car,0.0,3,0.0,3
1274518,2009,South Africa,car,0.0,3,0.0,3
1274519,2010,South Africa,car,0.0,192,0.0,3
1274520,2011,South Africa,car,3.0,717,0.0041841004184100415,3
1274521,2012,South Africa,car,2.0,1065,0.0018779342723004694,3
1274522,2013,South Africa,car,3.0,1206,0.0024875621890547263,3
1274523,2014,South Africa,car,3.0,1200,0.0025,3
1274524,2015,South Africa,car,8.0,1740,0.004597701149425287,3
1274525,2016,South Africa,car,22.0,3030,0.007260726072607261,3
1274526,2017,South Africa,car,25.0,6960,0.0035919540229885057,3
1274527,2018,South Africa,car,38.0,9612,0.0039533915938410324,3
1274528,2019,South Africa,car,47.0,10746,0.004373720454122464,3
1274529,2020,South Africa,car,0.0,3,0.0,3
1274530,2021,South Africa,car,0.0,6,0.0,3
1278281,2005,South Africa,case,0.0,2,0.0,4
1278282,2006,South Africa,case,0.0,2,0.0,4
1278283,2009,South Africa,case,0.0,2,0.0,4
1278284,2010,South Africa,case,0.0,128,0.0,4
1278285,2011,South Africa,case,0.0,478,0.0,4
1278286,2012,South Africa,case,1.0,710,0.0014084507042253522,4
1278287,2013,South Africa,case,1.0,804,0.0012437810945273632,4
1278288,2014,South Africa,case,2.0,800,0.0025,4
1278289,2015,South Africa,case,3.0,1160,0.002586206896551724,4
1278290,2016,South Africa,case,5.0,2020,0.0024752475247524753,4
1278291,2017,South Africa,case,14.0,4640,0.003017241379310345,4
1278292,2018,South Africa,case,20.0,6408,0.003121098626716604,4
1278293,2019,South Africa,case,38.0,7164,0.00530429927414852,4
1278294,2020,South Africa,case,0.0,2,0.0,4
1278295,2021,South Africa,case,0.0,4,0.0,4
1282631,2005,South Africa,celebrate,0.0,2,0.0,9
1282632,2006,South Africa,celebrate,0.0,2,0.0,9
1282633,2009,South Africa,celebrate,0.0,2,0.0,9
1282634,2010,South Africa,celebrate,0.0,128,0.0,9
1282635,2011,South Africa,celebrate,0.0,478,0.0,9
1282636,2012,South Africa,celebrate,1.0,710,0.0014084507042253522,9
1282637,2013,South Africa,celebrate,1.0,804,0.0012437810945273632,9
1282638,2014,South Africa,celebrate,1.0,800,0.00125,9
1282639,2015,South Africa,celebrate,2.0,1160,0.0017241379310344827,9
1282640,2016,South Africa,celebrate,2.0,2020,0.0009900990099009901,9
1282641,2017,South Africa,celebrate,15.0,4640,0.003232758620689655,9
1282642,2018,South Africa,celebrate,21.0,6408,0.0032771535580524347,9
1282643,2019,South Africa,celebrate,14.0,7164,0.001954215522054718,9
1282644,2020,South Africa,celebrate,0.0,2,0.0,9
1282645,2021,South Africa,celebrate,0.0,4,0.0,9
1287881,2005,South Africa,change,0.0,2,0.0,6
1287882,2006,South Africa,change,0.0,2,0.0,6
1287883,2009,South Africa,change,0.0,2,0.0,6
1287884,2010,South Africa,change,1.0,128,0.0078125,6
1287885,2011,South Africa,change,0.0,478,0.0,6
1287886,2012,South Africa,change,1.0,710,0.0014084507042253522,6
1287887,2013,South Africa,change,1.0,804,0.0012437810945273632,6
1287888,2014,South Africa,change,0.0,800,0.0,6
1287889,2015,South Africa,change,2.0,1160,0.0017241379310344827,6
1287890,2016,South Africa,change,5.0,2020,0.0024752475247524753,6
1287891,2017,South Africa,change,16.0,4640,0.0034482758620689655,6
1287892,2018,South Africa,change,13.0,6408,0.002028714107365793,6
1287893,2019,South Africa,change,30.0,7164,0.0041876046901172526,6
1287894,2020,South Africa,change,0.0,2,0.0,6
1287895,2021,South Africa,change,0.0,4,0.0,6
1289156,2005,South Africa,charge,0.0,2,0.0,6
1289157,2006,South Africa,charge,0.0,2,0.0,6
1289158,2009,South Africa,charge,0.0,2,0.0,6
1289159,2010,South Africa,charge,1.0,128,0.0078125,6
1289160,2011,South Africa,charge,0.0,478,0.0,6
1289161,2012,South Africa,charge,4.0,710,0.005633802816901409,6
1289162,2013,South Africa,charge,0.0,804,0.0,6
1289163,2014,South Africa,charge,4.0,800,0.005,6
1289164,2015,South Africa,charge,3.0,1160,0.002586206896551724,6
1289165,2016,South Africa,charge,7.0,2020,0.0034653465346534654,6
1289166,2017,South Africa,charge,18.0,4640,0.003879310344827586,6
1289167,2018,South Africa,charge,26.0,6408,0.004057428214731586,6
1289168,2019,South Africa,charge,30.0,7164,0.0041876046901172526,6
1289169,2020,South Africa,charge,0.0,2,0.0,6
1289170,2021,South Africa,charge,0.0,4,0.0,6
1295576,2005,South Africa,child,0.0,3,0.0,5
1295577,2006,South Africa,child,0.0,3,0.0,5
1295578,2009,South Africa,child,0.0,3,0.0,5
1295579,2010,South Africa,child,1.0,192,0.005208333333333333,5
1295580,2011,South Africa,child,4.0,717,0.005578800557880056,5
1295581,2012,South Africa,child,4.0,1065,0.003755868544600939,5
1295582,2013,South Africa,child,5.0,1206,0.0041459369817578775,5
1295583,2014,South Africa,child,7.0,1200,0.005833333333333334,5
1295584,2015,South Africa,child,11.0,1740,0.00632183908045977,5
1295585,2016,South Africa,child,23.0,3030,0.007590759075907591,5
1295586,2017,South Africa,child,62.0,6960,0.008908045977011494,5
1295587,2018,South Africa,child,83.0,9612,0.008635039533915938,5
1295588,2019,South Africa,child,121.0,10746,0.01126000372231528,5
1295589,2020,South Africa,child,0.0,3,0.0,5
1295590,2021,South Africa,child,0.0,6,0.0,5
1302986,2005,South Africa,city,0.0,2,0.0,4
1302987,2006,South Africa,city,0.0,2,0.0,4
1302988,2009,South Africa,city,0.0,2,0.0,4
1302989,2010,South Africa,city,0.0,128,0.0,4
1302990,2011,South Africa,city,2.0,478,0.0041841004184100415,4
1302991,2012,South Africa,city,2.0,710,0.0028169014084507044,4
1302992,2013,South Africa,city,3.0,804,0.0037313432835820895,4
1302993,2014,South Africa,city,7.0,800,0.00875,4
1302994,2015,South Africa,city,7.0,1160,0.00603448275862069,4
1302995,2016,South Africa,city,7.0,2020,0.0034653465346534654,4
1302996,2017,South Africa,city,8.0,4640,0.0017241379310344827,4
1302997,2018,South Africa,city,27.0,6408,0.004213483146067416,4
1302998,2019,South Africa,city,18.0,7164,0.002512562814070352,4
1302999,2020,South Africa,city,0.0,2,0.0,4
1303000,2021,South Africa,city,0.0,4,0.0,4
1303466,2005,South Africa,claim,0.0,2,0.0,5
1303467,2006,South Africa,claim,0.0,2,0.0,5
1303468,2009,South Africa,claim,0.0,2,0.0,5
1303469,2010,South Africa,claim,1.0,128,0.0078125,5
1303470,2011,South Africa,claim,1.0,478,0.0020920502092050207,5
1303471,2012,South Africa,claim,3.0,710,0.004225352112676056,5
1303472,2013,South Africa,claim,1.0,804,0.0012437810945273632,5
1303473,2014,South Africa,claim,1.0,800,0.00125,5
1303474,2015,South Africa,claim,5.0,1160,0.004310344827586207,5
1303475,2016,South Africa,claim,11.0,2020,0.005445544554455445,5
1303476,2017,South Africa,claim,29.0,4640,0.00625,5
1303477,2018,South Africa,claim,51.0,6408,0.007958801498127341,5
1303478,2019,South Africa,claim,43.0,7164,0.006002233389168062,5
1303479,2020,South Africa,claim,0.0,2,0.0,5
1303480,2021,South Africa,claim,0.0,4,0.0,5
1306376,2005,South Africa,clinton,0.0,2,0.0,7
1306377,2006,South Africa,clinton,0.0,2,0.0,7
1306378,2009,South Africa,clinton,0.0,2,0.0,7
1306379,2010,South Africa,clinton,0.0,128,0.0,7
1306380,2011,South Africa,clinton,0.0,478,0.0,7
1306381,2012,South Africa,clinton,0.0,710,0.0,7
1306382,2013,South Africa,clinton,0.0,804,0.0,7
1306383,2014,South Africa,clinton,0.0,800,0.0,7
1306384,2015,South Africa,clinton,0.0,1160,0.0,7
1306385,2016,South Africa,clinton,0.0,2020,0.0,7
1306386,2017,South Africa,clinton,0.0,4640,0.0,7
1306387,2018,South Africa,clinton,0.0,6408,0.0,7
1306388,2019,South Africa,clinton,0.0,7164,0.0,7
1306389,2020,South Africa,clinton,0.0,2,0.0,7
1306390,2021,South Africa,clinton,0.0,4,0.0,7
1313171,2005,South Africa,come,0.0,2,0.0,4
1313172,2006,South Africa,come,0.0,2,0.0,4
1313173,2009,South Africa,come,0.0,2,0.0,4
1313174,2010,South Africa,come,1.0,128,0.0078125,4
1313175,2011,South Africa,come,1.0,478,0.0020920502092050207,4
1313176,2012,South Africa,come,1.0,710,0.0014084507042253522,4
1313177,2013,South Africa,come,3.0,804,0.0037313432835820895,4
1313178,2014,South Africa,come,4.0,800,0.005,4
1313179,2015,South Africa,come,2.0,1160,0.0017241379310344827,4
1313180,2016,South Africa,come,5.0,2020,0.0024752475247524753,4
1313181,2017,South Africa,come,8.0,4640,0.0017241379310344827,4
1313182,2018,South Africa,come,14.0,6408,0.002184769038701623,4
1313183,2019,South Africa,come,26.0,7164,0.0036292573981016193,4
1313184,2020,South Africa,come,0.0,2,0.0,4
1313185,2021,South Africa,come,0.0,4,0.0,4
1322756,2005,South Africa,cop,0.0,2,0.0,3
1322757,2006,South Africa,cop,0.0,2,0.0,3
1322758,2009,South Africa,cop,0.0,2,0.0,3
1322759,2010,South Africa,cop,0.0,128,0.0,3
1322760,2011,South Africa,cop,4.0,478,0.008368200836820083,3
1322761,2012,South Africa,cop,1.0,710,0.0014084507042253522,3
1322762,2013,South Africa,cop,5.0,804,0.006218905472636816,3
1322763,2014,South Africa,cop,3.0,800,0.00375,3
1322764,2015,South Africa,cop,11.0,1160,0.009482758620689655,3
1322765,2016,South Africa,cop,13.0,2020,0.006435643564356435,3
1322766,2017,South Africa,cop,19.0,4640,0.004094827586206897,3
1322767,2018,South Africa,cop,31.0,6408,0.004837702871410736,3
1322768,2019,South Africa,cop,45.0,7164,0.00628140703517588,3
1322769,2020,South Africa,cop,0.0,2,0.0,3
1322770,2021,South Africa,cop,0.0,4,0.0,3
1330016,2005,South Africa,crash,0.0,2,0.0,5
1330017,2006,South Africa,crash,0.0,2,0.0,5
1330018,2009,South Africa,crash,0.0,2,0.0,5
1330019,2010,South Africa,crash,0.0,128,0.0,5
1330020,2011,South Africa,crash,0.0,478,0.0,5
1330021,2012,South Africa,crash,3.0,710,0.004225352112676056,5
1330022,2013,South Africa,crash,5.0,804,0.006218905472636816,5
1330023,2014,South Africa,crash,1.0,800,0.00125,5
1330024,2015,South Africa,crash,4.0,1160,0.0034482758620689655,5
1330025,2016,South Africa,crash,5.0,2020,0.0024752475247524753,5
1330026,2017,South Africa,crash,23.0,4640,0.004956896551724138,5
1330027,2018,South Africa,crash,20.0,6408,0.003121098626716604,5
1330028,2019,South Africa,crash,25.0,7164,0.0034896705750977106,5
1330029,2020,South Africa,crash,0.0,2,0.0,5
1330030,2021,South Africa,crash,0.0,4,0.0,5
1341356,2005,South Africa,dad,0.0,2,0.0,3
1341357,2006,South Africa,dad,0.0,2,0.0,3
1341358,2009,South Africa,dad,0.0,2,0.0,3
1341359,2010,South Africa,dad,0.0,128,0.0,3
1341360,2011,South Africa,dad,1.0,478,0.0020920502092050207,3
1341361,2012,South Africa,dad,3.0,710,0.004225352112676056,3
1341362,2013,South Africa,dad,3.0,804,0.0037313432835820895,3
1341363,2014,South Africa,dad,1.0,800,0.00125,3
1341364,2015,South Africa,dad,1.0,1160,0.0008620689655172414,3
1341365,2016,South Africa,dad,9.0,2020,0.004455445544554455,3
1341366,2017,South Africa,dad,12.0,4640,0.002586206896551724,3
1341367,2018,South Africa,dad,24.0,6408,0.003745318352059925,3
1341368,2019,South Africa,dad,20.0,7164,0.0027917364600781687,3
1341369,2020,South Africa,dad,0.0,2,0.0,3
1341370,2021,South Africa,dad,0.0,4,0.0,3
1346726,2005,South Africa,date,0.0,2,0.0,4
1346727,2006,South Africa,date,0.0,2,0.0,4
1346728,2009,South Africa,date,0.0,2,0.0,4
1346729,2010,South Africa,date,1.0,128,0.0078125,4
1346730,2011,South Africa,date,1.0,478,0.0020920502092050207,4
1346731,2012,South Africa,date,0.0,710,0.0,4
1346732,2013,South Africa,date,1.0,804,0.0012437810945273632,4
1346733,2014,South Africa,date,0.0,800,0.0,4
1346734,2015,South Africa,date,3.0,1160,0.002586206896551724,4
1346735,2016,South Africa,date,3.0,2020,0.0014851485148514852,4
1346736,2017,South Africa,date,6.0,4640,0.001293103448275862,4
1346737,2018,South Africa,date,10.0,6408,0.001560549313358302,4
1346738,2019,South Africa,date,6.0,7164,0.0008375209380234506,4
1346739,2020,South Africa,date,0.0,2,0.0,4
1346740,2021,South Africa,date,0.0,4,0.0,4
1347131,2005,South Africa,daughter,0.0,2,0.0,8
1347132,2006,South Africa,daughter,1.0,2,0.5,8
1347133,2009,South Africa,daughter,0.0,2,0.0,8
1347134,2010,South Africa,daughter,1.0,128,0.0078125,8
1347135,2011,South Africa,daughter,3.0,478,0.006276150627615063,8
1347136,2012,South Africa,daughter,1.0,710,0.0014084507042253522,8
1347137,2013,South Africa,daughter,7.0,804,0.008706467661691543,8
1347138,2014,South Africa,daughter,2.0,800,0.0025,8
1347139,2015,South Africa,daughter,8.0,1160,0.006896551724137931,8
1347140,2016,South Africa,daughter,11.0,2020,0.005445544554455445,8
1347141,2017,South Africa,daughter,29.0,4640,0.00625,8
1347142,2018,South Africa,daughter,57.0,6408,0.008895131086142321,8
1347143,2019,South Africa,daughter,61.0,7164,0.008514796203238414,8
1347144,2020,South Africa,daughter,0.0,2,0.0,8
1347145,2021,South Africa,daughter,0.0,4,0.0,8
1348001,2005,South Africa,day,0.0,4,0.0,3
1348002,2006,South Africa,day,0.0,4,0.0,3
1348003,2009,South Africa,day,0.0,4,0.0,3
1348004,2010,South Africa,day,0.0,256,0.0,3
1348005,2011,South Africa,day,0.0,956,0.0,3
1348006,2012,South Africa,day,0.0,1420,0.0,3
1348007,2013,South Africa,day,3.0,1608,0.0018656716417910447,3
1348008,2014,South Africa,day,6.0,1600,0.00375,3
1348009,2015,South Africa,day,6.0,2320,0.002586206896551724,3
1348010,2016,South Africa,day,13.0,4040,0.0032178217821782176,3
1348011,2017,South Africa,day,21.0,9280,0.002262931034482759,3
1348012,2018,South Africa,day,51.0,12816,0.003979400749063671,3
1348013,2019,South Africa,day,51.0,14328,0.003559463986599665,3
1348014,2020,South Africa,day,0.0,4,0.0,3
1348015,2021,South Africa,day,0.0,8,0.0,3
1349036,2005,South Africa,dead,0.0,2,0.0,4
1349037,2006,South Africa,dead,1.0,2,0.5,4
1349038,2009,South Africa,dead,0.0,2,0.0,4
1349039,2010,South Africa,dead,1.0,128,0.0078125,4
1349040,2011,South Africa,dead,2.0,478,0.0041841004184100415,4
1349041,2012,South Africa,dead,6.0,710,0.008450704225352112,4
1349042,2013,South Africa,dead,12.0,804,0.014925373134328358,4
1349043,2014,South Africa,dead,10.0,800,0.0125,4
1349044,2015,South Africa,dead,4.0,1160,0.0034482758620689655,4
1349045,2016,South Africa,dead,13.0,2020,0.006435643564356435,4
1349046,2017,South Africa,dead,33.0,4640,0.007112068965517242,4
1349047,2018,South Africa,dead,60.0,6408,0.009363295880149813,4
1349048,2019,South Africa,dead,57.0,7164,0.007956448911222781,4
1349049,2020,South Africa,dead,0.0,2,0.0,4
1349050,2021,South Africa,dead,0.0,4,0.0,4
1349681,2005,South Africa,death,0.0,3,0.0,5
1349682,2006,South Africa,death,0.0,3,0.0,5
1349683,2009,South Africa,death,0.0,3,0.0,5
1349684,2010,South Africa,death,2.0,192,0.010416666666666666,5
1349685,2011,South Africa,death,4.0,717,0.005578800557880056,5
1349686,2012,South Africa,death,6.0,1065,0.005633802816901409,5
1349687,2013,South Africa,death,8.0,1206,0.006633499170812604,5
1349688,2014,South Africa,death,9.0,1200,0.0075,5
1349689,2015,South Africa,death,16.0,1740,0.009195402298850575,5
1349690,2016,South Africa,death,23.0,3030,0.007590759075907591,5
1349691,2017,South Africa,death,46.0,6960,0.0066091954022988505,5
1349692,2018,South Africa,death,84.0,9612,0.008739076154806492,5
1349693,2019,South Africa,death,108.0,10746,0.010050251256281407,5
1349694,2020,South Africa,death,0.0,3,0.0,5
1349695,2021,South Africa,death,0.0,6,0.0,5
1366511,2005,South Africa,die,0.0,2,0.0,3
1366512,2006,South Africa,die,0.0,2,0.0,3
1366513,2009,South Africa,die,0.0,2,0.0,3
1366514,2010,South Africa,die,3.0,128,0.0234375,3
1366515,2011,South Africa,die,2.0,478,0.0041841004184100415,3
1366516,2012,South Africa,die,10.0,710,0.014084507042253521,3
1366517,2013,South Africa,die,12.0,804,0.014925373134328358,3
1366518,2014,South Africa,die,15.0,800,0.01875,3
1366519,2015,South Africa,die,17.0,1160,0.014655172413793103,3
1366520,2016,South Africa,die,25.0,2020,0.012376237623762377,3
1366521,2017,South Africa,die,55.0,4640,0.011853448275862068,3
1366522,2018,South Africa,die,80.0,6408,0.012484394506866416,3
1366523,2019,South Africa,die,81.0,7164,0.011306532663316583,3
1366524,2020,South Africa,die,0.0,2,0.0,3
1366525,2021,South Africa,die,0.0,4,0.0,3
1376921,2005,South Africa,dog,0.0,2,0.0,3
1376922,2006,South Africa,dog,0.0,2,0.0,3
1376923,2009,South Africa,dog,0.0,2,0.0,3
1376924,2010,South Africa,dog,0.0,128,0.0,3
1376925,2011,South Africa,dog,1.0,478,0.0020920502092050207,3
1376926,2012,South Africa,dog,1.0,710,0.0014084507042253522,3
1376927,2013,South Africa,dog,3.0,804,0.0037313432835820895,3
1376928,2014,South Africa,dog,2.0,800,0.0025,3
1376929,2015,South Africa,dog,4.0,1160,0.0034482758620689655,3
1376930,2016,South Africa,dog,4.0,2020,0.0019801980198019802,3
1376931,2017,South Africa,dog,9.0,4640,0.001939655172413793,3
1376932,2018,South Africa,dog,15.0,6408,0.0023408239700374533,3
1376933,2019,South Africa,dog,24.0,7164,0.0033500837520938024,3
1376934,2020,South Africa,dog,0.0,2,0.0,3
1376935,2021,South Africa,dog,0.0,4,0.0,3
1383986,2005,South Africa,dress,0.0,2,0.0,5
1383987,2006,South Africa,dress,0.0,2,0.0,5
1383988,2009,South Africa,dress,0.0,2,0.0,5
1383989,2010,South Africa,dress,0.0,128,0.0,5
1383990,2011,South Africa,dress,1.0,478,0.0020920502092050207,5
1383991,2012,South Africa,dress,0.0,710,0.0,5
1383992,2013,South Africa,dress,1.0,804,0.0012437810945273632,5
1383993,2014,South Africa,dress,1.0,800,0.00125,5
1383994,2015,South Africa,dress,2.0,1160,0.0017241379310344827,5
1383995,2016,South Africa,dress,2.0,2020,0.0009900990099009901,5
1383996,2017,South Africa,dress,7.0,4640,0.0015086206896551724,5
1383997,2018,South Africa,dress,6.0,6408,0.0009363295880149813,5
1383998,2019,South Africa,dress,11.0,7164,0.0015354550530429928,5
1383999,2020,South Africa,dress,0.0,2,0.0,5
1384000,2021,South Africa,dress,0.0,4,0.0,5
1384601,2005,South Africa,drive,0.0,2,0.0,5
1384602,2006,South Africa,drive,0.0,2,0.0,5
1384603,2009,South Africa,drive,0.0,2,0.0,5
1384604,2010,South Africa,drive,0.0,128,0.0,5
1384605,2011,South Africa,drive,1.0,478,0.0020920502092050207,5
1384606,2012,South Africa,drive,0.0,710,0.0,5
1384607,2013,South Africa,drive,0.0,804,0.0,5
1384608,2014,South Africa,drive,0.0,800,0.0,5
1384609,2015,South Africa,drive,0.0,1160,0.0,5
1384610,2016,South Africa,drive,5.0,2020,0.0024752475247524753,5
1384611,2017,South Africa,drive,8.0,4640,0.0017241379310344827,5
1384612,2018,South Africa,drive,16.0,6408,0.0024968789013732834,5
1384613,2019,South Africa,drive,17.0,7164,0.002372975991066443,5
1384614,2020,South Africa,drive,0.0,2,0.0,5
1384615,2021,South Africa,drive,0.0,4,0.0,5
1414826,2005,South Africa,ew.com,0.0,2,0.0,6
1414827,2006,South Africa,ew.com,0.0,2,0.0,6
1414828,2009,South Africa,ew.com,0.0,2,0.0,6
1414829,2010,South Africa,ew.com,0.0,128,0.0,6
1414830,2011,South Africa,ew.com,0.0,478,0.0,6
1414831,2012,South Africa,ew.com,0.0,710,0.0,6
1414832,2013,South Africa,ew.com,0.0,804,0.0,6
1414833,2014,South Africa,ew.com,0.0,800,0.0,6
1414834,2015,South Africa,ew.com,0.0,1160,0.0,6
1414835,2016,South Africa,ew.com,0.0,2020,0.0,6
1414836,2017,South Africa,ew.com,0.0,4640,0.0,6
1414837,2018,South Africa,ew.com,0.0,6408,0.0,6
1414838,2019,South Africa,ew.com,0.0,7164,0.0,6
1414839,2020,South Africa,ew.com,0.0,2,0.0,6
1414840,2021,South Africa,ew.com,0.0,4,0.0,6
1415891,2005,South Africa,exclusive,0.0,2,0.0,9
1415892,2006,South Africa,exclusive,0.0,2,0.0,9
1415893,2009,South Africa,exclusive,0.0,2,0.0,9
1415894,2010,South Africa,exclusive,0.0,128,0.0,9
1415895,2011,South Africa,exclusive,0.0,478,0.0,9
1415896,2012,South Africa,exclusive,0.0,710,0.0,9
1415897,2013,South Africa,exclusive,1.0,804,0.0012437810945273632,9
1415898,2014,South Africa,exclusive,1.0,800,0.00125,9
1415899,2015,South Africa,exclusive,2.0,1160,0.0017241379310344827,9
1415900,2016,South Africa,exclusive,2.0,2020,0.0009900990099009901,9
1415901,2017,South Africa,exclusive,5.0,4640,0.0010775862068965517,9
1415902,2018,South Africa,exclusive,6.0,6408,0.0009363295880149813,9
1415903,2019,South Africa,exclusive,7.0,7164,0.000977107761027359,9
1415904,2020,South Africa,exclusive,0.0,2,0.0,9
1415905,2021,South Africa,exclusive,0.0,4,0.0,9
1417271,2005,South Africa,explain,0.0,2,0.0,7
1417272,2006,South Africa,explain,0.0,2,0.0,7
1417273,2009,South Africa,explain,0.0,2,0.0,7
1417274,2010,South Africa,explain,0.0,128,0.0,7
1417275,2011,South Africa,explain,0.0,478,0.0,7
1417276,2012,South Africa,explain,0.0,710,0.0,7
1417277,2013,South Africa,explain,0.0,804,0.0,7
1417278,2014,South Africa,explain,0.0,800,0.0,7
1417279,2015,South Africa,explain,4.0,1160,0.0034482758620689655,7
1417280,2016,South Africa,explain,0.0,2020,0.0,7
1417281,2017,South Africa,explain,10.0,4640,0.0021551724137931034,7
1417282,2018,South Africa,explain,6.0,6408,0.0009363295880149813,7
1417283,2019,South Africa,explain,10.0,7164,0.0013958682300390843,7
1417284,2020,South Africa,explain,0.0,2,0.0,7
1417285,2021,South Africa,explain,0.0,4,0.0,7
1420076,2005,South Africa,face,0.0,2,0.0,4
1420077,2006,South Africa,face,0.0,2,0.0,4
1420078,2009,South Africa,face,0.0,2,0.0,4
1420079,2010,South Africa,face,0.0,128,0.0,4
1420080,2011,South Africa,face,2.0,478,0.0041841004184100415,4
1420081,2012,South Africa,face,3.0,710,0.004225352112676056,4
1420082,2013,South Africa,face,3.0,804,0.0037313432835820895,4
1420083,2014,South Africa,face,1.0,800,0.00125,4
1420084,2015,South Africa,face,3.0,1160,0.002586206896551724,4
1420085,2016,South Africa,face,7.0,2020,0.0034653465346534654,4
1420086,2017,South Africa,face,25.0,4640,0.005387931034482759,4
1420087,2018,South Africa,face,31.0,6408,0.004837702871410736,4
1420088,2019,South Africa,face,32.0,7164,0.00446677833612507,4
1420089,2020,South Africa,face,0.0,2,0.0,4
1420090,2021,South Africa,face,0.0,4,0.0,4
1422281,2005,South Africa,fall,0.0,2,0.0,4
1422282,2006,South Africa,fall,0.0,2,0.0,4
1422283,2009,South Africa,fall,0.0,2,0.0,4
1422284,2010,South Africa,fall,0.0,128,0.0,4
1422285,2011,South Africa,fall,0.0,478,0.0,4
1422286,2012,South Africa,fall,2.0,710,0.0028169014084507044,4
1422287,2013,South Africa,fall,4.0,804,0.004975124378109453,4
1422288,2014,South Africa,fall,0.0,800,0.0,4
1422289,2015,South Africa,fall,10.0,1160,0.008620689655172414,4
1422290,2016,South Africa,fall,5.0,2020,0.0024752475247524753,4
1422291,2017,South Africa,fall,11.0,4640,0.0023706896551724138,4
1422292,2018,South Africa,fall,27.0,6408,0.004213483146067416,4
1422293,2019,South Africa,fall,17.0,7164,0.002372975991066443,4
1422294,2020,South Africa,fall,0.0,2,0.0,4
1422295,2021,South Africa,fall,0.0,4,0.0,4
1422806,2005,South Africa,family,0.0,3,0.0,6
1422807,2006,South Africa,family,0.0,3,0.0,6
1422808,2009,South Africa,family,0.0,3,0.0,6
1422809,2010,South Africa,family,0.0,192,0.0,6
1422810,2011,South Africa,family,0.0,717,0.0,6
1422811,2012,South Africa,family,2.0,1065,0.0018779342723004694,6
1422812,2013,South Africa,family,4.0,1206,0.003316749585406302,6
1422813,2014,South Africa,family,2.0,1200,0.0016666666666666668,6
