,year,country,word,frequency,count,freq_prop_headlines,word_len
2091202,2018,South Africa,watch,173.0,9612,0.01799833541406575,5
2091203,2019,South Africa,watch,189.0,10746,0.017587939698492462,5
2091204,2020,South Africa,watch,0.0,3,0.0,5
2091205,2021,South Africa,watch,0.0,6,0.0,5
2092316,2005,South Africa,way,0.0,3,0.0,3
2092317,2006,South Africa,way,0.0,3,0.0,3
2092318,2009,South Africa,way,0.0,3,0.0,3
2092319,2010,South Africa,way,0.0,192,0.0,3
2092320,2011,South Africa,way,3.0,717,0.0041841004184100415,3
2092321,2012,South Africa,way,2.0,1065,0.0018779342723004694,3
2092322,2013,South Africa,way,0.0,1206,0.0,3
2092323,2014,South Africa,way,2.0,1200,0.0016666666666666668,3
2092324,2015,South Africa,way,1.0,1740,0.0005747126436781609,3
2092325,2016,South Africa,way,7.0,3030,0.0023102310231023103,3
2092326,2017,South Africa,way,14.0,6960,0.002011494252873563,3
2092327,2018,South Africa,way,19.0,9612,0.0019766957969205162,3
2092328,2019,South Africa,way,23.0,10746,0.0021403312860599293,3
2092329,2020,South Africa,way,0.0,3,0.0,3
2092330,2021,South Africa,way,0.0,6,0.0,3
2093111,2005,South Africa,wear,0.0,2,0.0,4
2093112,2006,South Africa,wear,0.0,2,0.0,4
2093113,2009,South Africa,wear,0.0,2,0.0,4
2093114,2010,South Africa,wear,0.0,128,0.0,4
2093115,2011,South Africa,wear,1.0,478,0.0020920502092050207,4
2093116,2012,South Africa,wear,1.0,710,0.0014084507042253522,4
2093117,2013,South Africa,wear,1.0,804,0.0012437810945273632,4
2093118,2014,South Africa,wear,0.0,800,0.0,4
2093119,2015,South Africa,wear,2.0,1160,0.0017241379310344827,4
2093120,2016,South Africa,wear,2.0,2020,0.0009900990099009901,4
2093121,2017,South Africa,wear,9.0,4640,0.001939655172413793,4
2093122,2018,South Africa,wear,6.0,6408,0.0009363295880149813,4
2093123,2019,South Africa,wear,14.0,7164,0.001954215522054718,4
2093124,2020,South Africa,wear,0.0,2,0.0,4
2093125,2021,South Africa,wear,0.0,4,0.0,4
2093801,2005,South Africa,wedding,0.0,2,0.0,7
2093802,2006,South Africa,wedding,0.0,2,0.0,7
2093803,2009,South Africa,wedding,0.0,2,0.0,7
2093804,2010,South Africa,wedding,0.0,128,0.0,7
2093805,2011,South Africa,wedding,1.0,478,0.0020920502092050207,7
2093806,2012,South Africa,wedding,0.0,710,0.0,7
2093807,2013,South Africa,wedding,1.0,804,0.0012437810945273632,7
2093808,2014,South Africa,wedding,1.0,800,0.00125,7
2093809,2015,South Africa,wedding,2.0,1160,0.0017241379310344827,7
2093810,2016,South Africa,wedding,3.0,2020,0.0014851485148514852,7
2093811,2017,South Africa,wedding,9.0,4640,0.001939655172413793,7
2093812,2018,South Africa,wedding,12.0,6408,0.0018726591760299626,7
2093813,2019,South Africa,wedding,9.0,7164,0.001256281407035176,7
2093814,2020,South Africa,wedding,0.0,2,0.0,7
2093815,2021,South Africa,wedding,0.0,4,0.0,7
2094941,2005,South Africa,welcome,0.0,2,0.0,7
2094942,2006,South Africa,welcome,0.0,2,0.0,7
2094943,2009,South Africa,welcome,0.0,2,0.0,7
2094944,2010,South Africa,welcome,0.0,128,0.0,7
2094945,2011,South Africa,welcome,1.0,478,0.0020920502092050207,7
2094946,2012,South Africa,welcome,0.0,710,0.0,7
2094947,2013,South Africa,welcome,2.0,804,0.0024875621890547263,7
2094948,2014,South Africa,welcome,1.0,800,0.00125,7
2094949,2015,South Africa,welcome,2.0,1160,0.0017241379310344827,7
2094950,2016,South Africa,welcome,4.0,2020,0.0019801980198019802,7
2094951,2017,South Africa,welcome,6.0,4640,0.001293103448275862,7
2094952,2018,South Africa,welcome,6.0,6408,0.0009363295880149813,7
2094953,2019,South Africa,welcome,4.0,7164,0.0005583472920156337,7
2094954,2020,South Africa,welcome,0.0,2,0.0,7
2094955,2021,South Africa,welcome,0.0,4,0.0,7
2098496,2005,South Africa,white,0.0,2,0.0,5
2098497,2006,South Africa,white,0.0,2,0.0,5
2098498,2009,South Africa,white,0.0,2,0.0,5
2098499,2010,South Africa,white,0.0,128,0.0,5
2098500,2011,South Africa,white,0.0,478,0.0,5
2098501,2012,South Africa,white,3.0,710,0.004225352112676056,5
2098502,2013,South Africa,white,4.0,804,0.004975124378109453,5
2098503,2014,South Africa,white,2.0,800,0.0025,5
2098504,2015,South Africa,white,3.0,1160,0.002586206896551724,5
2098505,2016,South Africa,white,2.0,2020,0.0009900990099009901,5
2098506,2017,South Africa,white,9.0,4640,0.001939655172413793,5
2098507,2018,South Africa,white,16.0,6408,0.0024968789013732834,5
2098508,2019,South Africa,white,15.0,7164,0.0020938023450586263,5
2098509,2020,South Africa,white,0.0,2,0.0,5
2098510,2021,South Africa,white,0.0,4,0.0,5
2100326,2005,South Africa,wife,0.0,3,0.0,4
2100327,2006,South Africa,wife,0.0,3,0.0,4
2100328,2009,South Africa,wife,0.0,3,0.0,4
2100329,2010,South Africa,wife,0.0,192,0.0,4
2100330,2011,South Africa,wife,2.0,717,0.002789400278940028,4
2100331,2012,South Africa,wife,1.0,1065,0.0009389671361502347,4
2100332,2013,South Africa,wife,1.0,1206,0.0008291873963515755,4
2100333,2014,South Africa,wife,7.0,1200,0.005833333333333334,4
2100334,2015,South Africa,wife,4.0,1740,0.0022988505747126436,4
2100335,2016,South Africa,wife,12.0,3030,0.0039603960396039604,4
2100336,2017,South Africa,wife,17.0,6960,0.002442528735632184,4
2100337,2018,South Africa,wife,37.0,9612,0.0038493549729504786,4
2100338,2019,South Africa,wife,24.0,10746,0.002233389168062535,4
2100339,2020,South Africa,wife,0.0,3,0.0,4
2100340,2021,South Africa,wife,0.0,6,0.0,4
2102396,2005,South Africa,win,0.0,2,0.0,3
2102397,2006,South Africa,win,0.0,2,0.0,3
2102398,2009,South Africa,win,0.0,2,0.0,3
2102399,2010,South Africa,win,1.0,128,0.0078125,3
2102400,2011,South Africa,win,2.0,478,0.0041841004184100415,3
2102401,2012,South Africa,win,4.0,710,0.005633802816901409,3
2102402,2013,South Africa,win,2.0,804,0.0024875621890547263,3
2102403,2014,South Africa,win,3.0,800,0.00375,3
2102404,2015,South Africa,win,4.0,1160,0.0034482758620689655,3
2102405,2016,South Africa,win,7.0,2020,0.0034653465346534654,3
2102406,2017,South Africa,win,18.0,4640,0.003879310344827586,3
2102407,2018,South Africa,win,22.0,6408,0.003433208489388265,3
2102408,2019,South Africa,win,36.0,7164,0.005025125628140704,3
2102409,2020,South Africa,win,0.0,2,0.0,3
2102410,2021,South Africa,win,0.0,4,0.0,3
2106986,2005,South Africa,wonder,0.0,2,0.0,6
2106987,2006,South Africa,wonder,0.0,2,0.0,6
2106988,2009,South Africa,wonder,0.0,2,0.0,6
2106989,2010,South Africa,wonder,0.0,128,0.0,6
2106990,2011,South Africa,wonder,0.0,478,0.0,6
2106991,2012,South Africa,wonder,0.0,710,0.0,6
2106992,2013,South Africa,wonder,1.0,804,0.0012437810945273632,6
2106993,2014,South Africa,wonder,0.0,800,0.0,6
2106994,2015,South Africa,wonder,0.0,1160,0.0,6
2106995,2016,South Africa,wonder,1.0,2020,0.0004950495049504951,6
2106996,2017,South Africa,wonder,8.0,4640,0.0017241379310344827,6
2106997,2018,South Africa,wonder,1.0,6408,0.00015605493133583021,6
2106998,2019,South Africa,wonder,1.0,7164,0.00013958682300390843,6
2106999,2020,South Africa,wonder,0.0,2,0.0,6
2107000,2021,South Africa,wonder,0.0,4,0.0,6
2108231,2005,South Africa,work,0.0,2,0.0,4
2108232,2006,South Africa,work,0.0,2,0.0,4
2108233,2009,South Africa,work,0.0,2,0.0,4
2108234,2010,South Africa,work,0.0,128,0.0,4
2108235,2011,South Africa,work,0.0,478,0.0,4
2108236,2012,South Africa,work,2.0,710,0.0028169014084507044,4
2108237,2013,South Africa,work,2.0,804,0.0024875621890547263,4
2108238,2014,South Africa,work,3.0,800,0.00375,4
2108239,2015,South Africa,work,2.0,1160,0.0017241379310344827,4
2108240,2016,South Africa,work,2.0,2020,0.0009900990099009901,4
2108241,2017,South Africa,work,14.0,4640,0.003017241379310345,4
2108242,2018,South Africa,work,24.0,6408,0.003745318352059925,4
2108243,2019,South Africa,work,23.0,7164,0.0032104969290898937,4
2108244,2020,South Africa,work,0.0,2,0.0,4
2108245,2021,South Africa,work,0.0,4,0.0,4
2108621,2005,South Africa,world,0.0,3,0.0,5
2108622,2006,South Africa,world,0.0,3,0.0,5
2108623,2009,South Africa,world,0.0,3,0.0,5
2108624,2010,South Africa,world,0.0,192,0.0,5
2108625,2011,South Africa,world,3.0,717,0.0041841004184100415,5
2108626,2012,South Africa,world,3.0,1065,0.0028169014084507044,5
2108627,2013,South Africa,world,2.0,1206,0.001658374792703151,5
2108628,2014,South Africa,world,8.0,1200,0.006666666666666667,5
2108629,2015,South Africa,world,4.0,1740,0.0022988505747126436,5
2108630,2016,South Africa,world,6.0,3030,0.0019801980198019802,5
2108631,2017,South Africa,world,29.0,6960,0.004166666666666667,5
2108632,2018,South Africa,world,30.0,9612,0.003121098626716604,5
2108633,2019,South Africa,world,55.0,10746,0.005118183510143309,5
2108634,2020,South Africa,world,0.0,3,0.0,5
2108635,2021,South Africa,world,1.0,6,0.16666666666666666,5
2115206,2005,South Africa,year,0.0,3,0.0,4
2115207,2006,South Africa,year,0.0,3,0.0,4
2115208,2009,South Africa,year,0.0,3,0.0,4
2115209,2010,South Africa,year,1.0,192,0.005208333333333333,4
2115210,2011,South Africa,year,3.0,717,0.0041841004184100415,4
2115211,2012,South Africa,year,7.0,1065,0.006572769953051643,4
2115212,2013,South Africa,year,8.0,1206,0.006633499170812604,4
2115213,2014,South Africa,year,6.0,1200,0.005,4
2115214,2015,South Africa,year,13.0,1740,0.007471264367816092,4
2115215,2016,South Africa,year,33.0,3030,0.01089108910891089,4
2115216,2017,South Africa,year,76.0,6960,0.010919540229885057,4
2115217,2018,South Africa,year,116.0,9612,0.012068248023304202,4
2115218,2019,South Africa,year,176.0,10746,0.01637818723245859,4
2115219,2020,South Africa,year,0.0,3,0.0,4
2115220,2021,South Africa,year,1.0,6,0.16666666666666666,4
2117576,2005,South Africa,york,0.0,1,0.0,4
2117577,2006,South Africa,york,0.0,1,0.0,4
2117578,2009,South Africa,york,0.0,1,0.0,4
2117579,2010,South Africa,york,0.0,64,0.0,4
2117580,2011,South Africa,york,0.0,239,0.0,4
2117581,2012,South Africa,york,0.0,355,0.0,4
2117582,2013,South Africa,york,0.0,402,0.0,4
2117583,2014,South Africa,york,0.0,400,0.0,4
2117584,2015,South Africa,york,0.0,580,0.0,4
2117585,2016,South Africa,york,0.0,1010,0.0,4
2117586,2017,South Africa,york,1.0,2320,0.0004310344827586207,4
2117587,2018,South Africa,york,5.0,3204,0.001560549313358302,4
2117588,2019,South Africa,york,4.0,3582,0.0011166945840312675,4
2117589,2020,South Africa,york,0.0,1,0.0,4
2117590,2021,South Africa,york,0.0,2,0.0,4
2117981,2005,South Africa,young,0.0,2,0.0,5
2117982,2006,South Africa,young,0.0,2,0.0,5
2117983,2009,South Africa,young,0.0,2,0.0,5
2117984,2010,South Africa,young,0.0,128,0.0,5
2117985,2011,South Africa,young,0.0,478,0.0,5
2117986,2012,South Africa,young,3.0,710,0.004225352112676056,5
2117987,2013,South Africa,young,2.0,804,0.0024875621890547263,5
2117988,2014,South Africa,young,1.0,800,0.00125,5
2117989,2015,South Africa,young,7.0,1160,0.00603448275862069,5
2117990,2016,South Africa,young,12.0,2020,0.005940594059405941,5
2117991,2017,South Africa,young,36.0,4640,0.007758620689655172,5
2117992,2018,South Africa,young,51.0,6408,0.007958801498127341,5
2117993,2019,South Africa,young,46.0,7164,0.0064209938581797875,5
2117994,2020,South Africa,young,0.0,2,0.0,5
2117995,2021,South Africa,young,0.0,4,0.0,5
2143162,2005,UK,abuse,0.0,45,0.0,5
2143163,2006,UK,abuse,0.0,96,0.0,5
2143164,2007,UK,abuse,1.0,429,0.002331002331002331,5
2143165,2008,UK,abuse,3.0,1884,0.0015923566878980893,5
2143166,2009,UK,abuse,8.0,3456,0.0023148148148148147,5
2143167,2010,UK,abuse,8.0,4512,0.0017730496453900709,5
2143168,2011,UK,abuse,7.0,7191,0.0009734390209984703,5
2143169,2012,UK,abuse,16.0,11913,0.0013430705951481576,5
2143170,2013,UK,abuse,37.0,17607,0.002101436928494349,5
2143171,2014,UK,abuse,57.0,20931,0.002723233481439014,5
2143172,2015,UK,abuse,51.0,25431,0.0020054264480358617,5
2143173,2016,UK,abuse,88.0,33711,0.002610423897244223,5
2143174,2017,UK,abuse,124.0,37278,0.0033263587102312355,5
2143175,2018,UK,abuse,133.0,38379,0.0034654368274316684,5
2143176,2019,UK,abuse,149.0,46512,0.0032034743722050224,5
2143177,2020,UK,abuse,0.0,540,0.0,5
2143178,2021,UK,abuse,1.0,5256,0.0001902587519025875,5
2144658,2005,UK,accuse,1.0,30,0.03333333333333333,6
2144659,2006,UK,accuse,0.0,64,0.0,6
2144660,2007,UK,accuse,3.0,286,0.01048951048951049,6
2144661,2008,UK,accuse,4.0,1256,0.0031847133757961785,6
2144662,2009,UK,accuse,9.0,2304,0.00390625,6
2144663,2010,UK,accuse,15.0,3008,0.004986702127659575,6
2144664,2011,UK,accuse,14.0,4794,0.002920317062995411,6
2144665,2012,UK,accuse,22.0,7942,0.002770083102493075,6
2144666,2013,UK,accuse,45.0,11738,0.003833702504685636,6
2144667,2014,UK,accuse,50.0,13954,0.0035832019492618604,6
2144668,2015,UK,accuse,65.0,16954,0.003833903503597971,6
2144669,2016,UK,accuse,111.0,22474,0.004939040669217762,6
2144670,2017,UK,accuse,137.0,24852,0.005512634798004185,6
2144671,2018,UK,accuse,178.0,25586,0.006956929570859064,6
2144672,2019,UK,accuse,164.0,31008,0.005288957688338493,6
2144673,2020,UK,accuse,0.0,360,0.0,6
2144674,2021,UK,accuse,0.0,3504,0.0,6
2163987,2005,UK,allegedly,0.0,30,0.0,9
2163988,2006,UK,allegedly,0.0,64,0.0,9
2163989,2007,UK,allegedly,1.0,286,0.0034965034965034965,9
2163990,2008,UK,allegedly,2.0,1256,0.0015923566878980893,9
2163991,2009,UK,allegedly,2.0,2304,0.0008680555555555555,9
2163992,2010,UK,allegedly,0.0,3008,0.0,9
2163993,2011,UK,allegedly,3.0,4794,0.0006257822277847309,9
2163994,2012,UK,allegedly,2.0,7942,0.0002518257365902795,9
2163995,2013,UK,allegedly,3.0,11738,0.00025558016697904245,9
2163996,2014,UK,allegedly,8.0,13954,0.0005733123118818977,9
2163997,2015,UK,allegedly,17.0,16954,0.0010027132240179309,9
2163998,2016,UK,allegedly,22.0,22474,0.0009789089614665836,9
2163999,2017,UK,allegedly,26.0,24852,0.0010461934653146628,9
2164000,2018,UK,allegedly,49.0,25586,0.0019151098256859219,9
2164001,2019,UK,allegedly,69.0,31008,0.002225232198142415,9
2164002,2020,UK,allegedly,0.0,360,0.0,9
2164003,2021,UK,allegedly,0.0,3504,0.0,9
2169495,2005,UK,american,0.0,30,0.0,8
2169496,2006,UK,american,0.0,64,0.0,8
2169497,2007,UK,american,1.0,286,0.0034965034965034965,8
2169498,2008,UK,american,3.0,1256,0.0023885350318471337,8
2169499,2009,UK,american,1.0,2304,0.00043402777777777775,8
2169500,2010,UK,american,3.0,3008,0.0009973404255319148,8
2169501,2011,UK,american,17.0,4794,0.0035460992907801418,8
2169502,2012,UK,american,13.0,7942,0.0016368672878368168,8
2169503,2013,UK,american,26.0,11738,0.002215028113818368,8
2169504,2014,UK,american,36.0,13954,0.0025799054034685394,8
2169505,2015,UK,american,58.0,16954,0.003421021587825882,8
2169506,2016,UK,american,64.0,22474,0.0028477351606300614,8
2169507,2017,UK,american,49.0,24852,0.001971672300016095,8
2169508,2018,UK,american,52.0,25586,0.0020323614476666927,8
2169509,2019,UK,american,61.0,31008,0.001967234262125903,8
2169510,2020,UK,american,0.0,360,0.0,8
2169511,2021,UK,american,0.0,3504,0.0,8
2189215,2005,UK,arrest,0.0,30,0.0,6
2189216,2006,UK,arrest,1.0,64,0.015625,6
2189217,2007,UK,arrest,4.0,286,0.013986013986013986,6
2189218,2008,UK,arrest,9.0,1256,0.007165605095541401,6
2189219,2009,UK,arrest,14.0,2304,0.006076388888888889,6
2189220,2010,UK,arrest,14.0,3008,0.004654255319148936,6
2189221,2011,UK,arrest,17.0,4794,0.0035460992907801418,6
2189222,2012,UK,arrest,29.0,7942,0.003651473180559053,6
2189223,2013,UK,arrest,43.0,11738,0.003663315726699608,6
2189224,2014,UK,arrest,66.0,13954,0.004729826573025656,6
2189225,2015,UK,arrest,97.0,16954,0.005721363689984664,6
2189226,2016,UK,arrest,128.0,22474,0.005695470321260123,6
2189227,2017,UK,arrest,98.0,24852,0.00394334460003219,6
2189228,2018,UK,arrest,152.0,25586,0.005940748847025717,6
2189229,2019,UK,arrest,239.0,31008,0.007707688338493292,6
2189230,2020,UK,arrest,1.0,360,0.002777777777777778,6
2189231,2021,UK,arrest,6.0,3504,0.0017123287671232876,6
2192955,2005,UK,ask,0.0,30,0.0,3
2192956,2006,UK,ask,1.0,64,0.015625,3
2192957,2007,UK,ask,0.0,286,0.0,3
2192958,2008,UK,ask,0.0,1256,0.0,3
2192959,2009,UK,ask,7.0,2304,0.0030381944444444445,3
2192960,2010,UK,ask,6.0,3008,0.0019946808510638296,3
2192961,2011,UK,ask,8.0,4794,0.001668752607425949,3
2192962,2012,UK,ask,15.0,7942,0.0018886930244270965,3
2192963,2013,UK,ask,29.0,11738,0.00247060828079741,3
2192964,2014,UK,ask,32.0,13954,0.0022932492475275907,3
2192965,2015,UK,ask,83.0,16954,0.004895599858440486,3
2192966,2016,UK,ask,76.0,22474,0.003381685503248198,3
2192967,2017,UK,ask,97.0,24852,0.0039031063898277807,3
2192968,2018,UK,ask,102.0,25586,0.003986555147346205,3
2192969,2019,UK,ask,137.0,31008,0.004418214654282766,3
2192970,2020,UK,ask,1.0,360,0.002777777777777778,3
2192971,2021,UK,ask,0.0,3504,0.0,3
2194111,2005,UK,assault,0.0,30,0.0,7
2194112,2006,UK,assault,0.0,64,0.0,7
2194113,2007,UK,assault,0.0,286,0.0,7
2194114,2008,UK,assault,2.0,1256,0.0015923566878980893,7
2194115,2009,UK,assault,3.0,2304,0.0013020833333333333,7
2194116,2010,UK,assault,6.0,3008,0.0019946808510638296,7
2194117,2011,UK,assault,7.0,4794,0.0014601585314977055,7
2194118,2012,UK,assault,9.0,7942,0.001133215814656258,7
2194119,2013,UK,assault,29.0,11738,0.00247060828079741,7
2194120,2014,UK,assault,56.0,13954,0.004013186183173284,7
2194121,2015,UK,assault,72.0,16954,0.00424678541937006,7
2194122,2016,UK,assault,99.0,22474,0.004405090326599626,7
2194123,2017,UK,assault,99.0,24852,0.0039835828102366,7
2194124,2018,UK,assault,125.0,25586,0.00488548424919878,7
2194125,2019,UK,assault,119.0,31008,0.003837719298245614,7
2194126,2020,UK,assault,0.0,360,0.0,7
2194127,2021,UK,assault,3.0,3504,0.0008561643835616438,7
2197375,2005,UK,attack,0.0,45,0.0,6
2197376,2006,UK,attack,0.0,96,0.0,6
2197377,2007,UK,attack,1.0,429,0.002331002331002331,6
2197378,2008,UK,attack,9.0,1884,0.004777070063694267,6
2197379,2009,UK,attack,27.0,3456,0.0078125,6
2197380,2010,UK,attack,28.0,4512,0.0062056737588652485,6
2197381,2011,UK,attack,36.0,7191,0.0050062578222778474,6
2197382,2012,UK,attack,55.0,11913,0.0046168051708217915,6
2197383,2013,UK,attack,94.0,17607,0.0053387857102288865,6
2197384,2014,UK,attack,100.0,20931,0.004777602599015814,6
2197385,2015,UK,attack,179.0,25431,0.007038653611733711,6
2197386,2016,UK,attack,239.0,33711,0.007089673993651924,6
2197387,2017,UK,attack,263.0,37278,0.007055099522506572,6
2197388,2018,UK,attack,245.0,38379,0.006383699418953073,6
2197389,2019,UK,attack,331.0,46512,0.007116443068455452,6
2197390,2020,UK,attack,1.0,540,0.001851851851851852,6
2197391,2021,UK,attack,5.0,5256,0.0009512937595129375,6
2202696,2005,UK,award,0.0,30,0.0,5
2202697,2006,UK,award,0.0,64,0.0,5
2202698,2007,UK,award,0.0,286,0.0,5
2202699,2008,UK,award,3.0,1256,0.0023885350318471337,5
2202700,2009,UK,award,5.0,2304,0.002170138888888889,5
2202701,2010,UK,award,8.0,3008,0.0026595744680851063,5
2202702,2011,UK,award,12.0,4794,0.0025031289111389237,5
2202703,2012,UK,award,21.0,7942,0.002644170234197935,5
2202704,2013,UK,award,49.0,11738,0.004174476060657693,5
2202705,2014,UK,award,33.0,13954,0.002364913286512828,5
2202706,2015,UK,award,53.0,16954,0.003126105933702961,5
2202707,2016,UK,award,55.0,22474,0.002447272403666459,5
2202708,2017,UK,award,42.0,24852,0.0016900048285852245,5
2202709,2018,UK,award,54.0,25586,0.002110529195653873,5
2202710,2019,UK,award,81.0,31008,0.0026122291021671825,5
2202711,2020,UK,award,0.0,360,0.0,5
2202712,2021,UK,award,0.0,3504,0.0,5
2207150,2005,UK,baby,1.0,45,0.022222222222222223,4
2207151,2006,UK,baby,1.0,96,0.010416666666666666,4
2207152,2007,UK,baby,3.0,429,0.006993006993006993,4
2207153,2008,UK,baby,17.0,1884,0.009023354564755838,4
2207154,2009,UK,baby,28.0,3456,0.008101851851851851,4
2207155,2010,UK,baby,31.0,4512,0.006870567375886525,4
2207156,2011,UK,baby,55.0,7191,0.007648449450702267,4
2207157,2012,UK,baby,94.0,11913,0.007890539746495425,4
2207158,2013,UK,baby,139.0,17607,0.007894587380019311,4
2207159,2014,UK,baby,158.0,20931,0.007548612106444986,4
2207160,2015,UK,baby,206.0,25431,0.008100349966576225,4
2207161,2016,UK,baby,228.0,33711,0.006763371006496396,4
2207162,2017,UK,baby,280.0,37278,0.007511132571489887,4
2207163,2018,UK,baby,326.0,38379,0.008494228614606946,4
2207164,2019,UK,baby,385.0,46512,0.008277433780529756,4
2207165,2020,UK,baby,1.0,540,0.001851851851851852,4
2207166,2021,UK,baby,1.0,5256,0.0001902587519025875,4
2208935,2005,UK,bad,0.0,30,0.0,3
2208936,2006,UK,bad,0.0,64,0.0,3
2208937,2007,UK,bad,0.0,286,0.0,3
2208938,2008,UK,bad,2.0,1256,0.0015923566878980893,3
2208939,2009,UK,bad,4.0,2304,0.001736111111111111,3
2208940,2010,UK,bad,6.0,3008,0.0019946808510638296,3
2208941,2011,UK,bad,9.0,4794,0.0018773466833541927,3
2208942,2012,UK,bad,20.0,7942,0.0025182573659027953,3
2208943,2013,UK,bad,38.0,11738,0.0032373487817345375,3
2208944,2014,UK,bad,32.0,13954,0.0022932492475275907,3
2208945,2015,UK,bad,46.0,16954,0.002713224017930872,3
2208946,2016,UK,bad,78.0,22474,0.0034706772270178873,3
2208947,2017,UK,bad,69.0,24852,0.0027764365041042975,3
2208948,2018,UK,bad,63.0,25586,0.0024622840615961855,3
2208949,2019,UK,bad,65.0,31008,0.002096233230134159,3
2208950,2020,UK,bad,0.0,360,0.0,3
2208951,2021,UK,bad,0.0,3504,0.0,3
2225119,2005,UK,bear,0.0,30,0.0,4
2225120,2006,UK,bear,0.0,64,0.0,4
2225121,2007,UK,bear,1.0,286,0.0034965034965034965,4
2225122,2008,UK,bear,6.0,1256,0.004777070063694267,4
2225123,2009,UK,bear,12.0,2304,0.005208333333333333,4
2225124,2010,UK,bear,6.0,3008,0.0019946808510638296,4
2225125,2011,UK,bear,27.0,4794,0.005632040050062578,4
2225126,2012,UK,bear,22.0,7942,0.002770083102493075,4
2225127,2013,UK,bear,30.0,11738,0.0025558016697904244,4
2225128,2014,UK,bear,51.0,13954,0.0036548659882470976,4
2225129,2015,UK,bear,61.0,16954,0.0035979709802996343,4
2225130,2016,UK,bear,60.0,22474,0.0026697517130906826,4
2225131,2017,UK,bear,71.0,24852,0.0028569129245131176,4
2225132,2018,UK,bear,105.0,25586,0.004103806769326976,4
2225133,2019,UK,bear,100.0,31008,0.003224974200206398,4
2225134,2020,UK,bear,0.0,360,0.0,4
2225135,2021,UK,bear,0.0,3504,0.0,4
2225425,2005,UK,beat,0.0,30,0.0,4
2225426,2006,UK,beat,1.0,64,0.015625,4
2225427,2007,UK,beat,1.0,286,0.0034965034965034965,4
2225428,2008,UK,beat,3.0,1256,0.0023885350318471337,4
2225429,2009,UK,beat,3.0,2304,0.0013020833333333333,4
2225430,2010,UK,beat,8.0,3008,0.0026595744680851063,4
2225431,2011,UK,beat,14.0,4794,0.002920317062995411,4
2225432,2012,UK,beat,21.0,7942,0.002644170234197935,4
2225433,2013,UK,beat,35.0,11738,0.002981768614755495,4
2225434,2014,UK,beat,27.0,13954,0.0019349290526014045,4
2225435,2015,UK,beat,65.0,16954,0.003833903503597971,4
2225436,2016,UK,beat,74.0,22474,0.0032926937794785084,4
2225437,2017,UK,beat,62.0,24852,0.002494769032673427,4
2225438,2018,UK,beat,65.0,25586,0.002540451809583366,4
2225439,2019,UK,beat,94.0,31008,0.0030314757481940146,4
2225440,2020,UK,beat,0.0,360,0.0,4
2225441,2021,UK,beat,0.0,3504,0.0,4
2241609,2005,UK,big,0.0,30,0.0,3
2241610,2006,UK,big,1.0,64,0.015625,3
2241611,2007,UK,big,0.0,286,0.0,3
2241612,2008,UK,big,5.0,1256,0.003980891719745223,3
2241613,2009,UK,big,12.0,2304,0.005208333333333333,3
2241614,2010,UK,big,6.0,3008,0.0019946808510638296,3
2241615,2011,UK,big,31.0,4794,0.006466416353775553,3
2241616,2012,UK,big,31.0,7942,0.0039032989171493325,3
2241617,2013,UK,big,48.0,11738,0.004089282671664679,3
2241618,2014,UK,big,86.0,13954,0.0061631073527304,3
2241619,2015,UK,big,81.0,16954,0.004777633596791318,3
2241620,2016,UK,big,103.0,22474,0.004583073774139005,3
2241621,2017,UK,big,107.0,24852,0.0043054884918718814,3
2241622,2018,UK,big,110.0,25586,0.004299226139294927,3
2241623,2019,UK,big,124.0,31008,0.003998968008255934,3
2241624,2020,UK,big,0.0,360,0.0,3
2241625,2021,UK,big,0.0,3504,0.0,3
2245230,2005,UK,birth,0.0,30,0.0,5
2245231,2006,UK,birth,0.0,64,0.0,5
2245232,2007,UK,birth,2.0,286,0.006993006993006993,5
2245233,2008,UK,birth,5.0,1256,0.003980891719745223,5
2245234,2009,UK,birth,5.0,2304,0.002170138888888889,5
2245235,2010,UK,birth,7.0,3008,0.002327127659574468,5
2245236,2011,UK,birth,12.0,4794,0.0025031289111389237,5
2245237,2012,UK,birth,27.0,7942,0.0033996474439687736,5
2245238,2013,UK,birth,45.0,11738,0.003833702504685636,5
2245239,2014,UK,birth,47.0,13954,0.003368209832306149,5
2245240,2015,UK,birth,81.0,16954,0.004777633596791318,5
2245241,2016,UK,birth,80.0,22474,0.003559668950787577,5
2245242,2017,UK,birth,91.0,24852,0.0036616771286013196,5
2245243,2018,UK,birth,93.0,25586,0.003634800281403893,5
2245244,2019,UK,birth,139.0,31008,0.004482714138286894,5
2245245,2020,UK,birth,0.0,360,0.0,5
2245246,2021,UK,birth,0.0,3504,0.0,5
2245281,2005,UK,birthday,0.0,30,0.0,8
2245282,2006,UK,birthday,0.0,64,0.0,8
2245283,2007,UK,birthday,0.0,286,0.0,8
2245284,2008,UK,birthday,3.0,1256,0.0023885350318471337,8
2245285,2009,UK,birthday,7.0,2304,0.0030381944444444445,8
2245286,2010,UK,birthday,3.0,3008,0.0009973404255319148,8
2245287,2011,UK,birthday,11.0,4794,0.00229453483521068,8
2245288,2012,UK,birthday,12.0,7942,0.0015109544195416771,8
2245289,2013,UK,birthday,21.0,11738,0.001789061168853297,8
2245290,2014,UK,birthday,45.0,13954,0.0032248817543356744,8
2245291,2015,UK,birthday,45.0,16954,0.0026542408871062877,8
